index,Time,Money Spent,Angra?,Length of account,Total number of SSR,Have saved for servant,Got servant after saving,NA pace?,State of NA?,Auto-Play or NP skip?,DW care?,How the game runs,Faster Lostbelts?,Favorite Servant,Most hated servant,Favorite card type,Play with meta or waifu,Any other gacha?,Gender,Reroll account?,Altera,Arthur Pendragon [Prototype],Artoria Pendragon,Miyamoto Musashi,Mordred,Nero Claudius [Bride],Okita Souji,Ryougi Shiki,Sigurd,Arjuna,Artoria Pendragon [Archer],Gilgamesh,Ishtar,James Moriarty,Napoléon,Nikola Tesla,Orion,Artoria Pendragon [Lancer],Brynhildr,Enkidu,Ereshkigal,Karna,Scathach,Tamamo no Mae [Lancer],Achilles,Artoria Pendragon [Rider Alter],Francis Drake,Iskandar,Ivan the Terrible,Ozymandias,Queen Medb,Quetzalcoatl,Anastasia,Illyasviel von Einzbern,Leonardo Da Vinci,Merlin,Nero Claudius [Caster],Scheherazade,Scáthach-Skaði,Tamamo-no-mae,Xuanzang,Zhuge Liang [El-Melloi II],Cleopatra,Jack the Ripper,King Hassan,MHX,Osakabehime,Semiramis,Shuten Douji,Cu Chulainn [Alter],Florence Nightingale,Hijikata Toshizō,Minamoto no Raikō,Mysterious Heroine X (Alter),Sakata Kintoki,Vlad III,Amakusa Shirou,Jeanne D'arc,Sherlock Holmes,Edmond Dantes,Jeanne D'arc [Alter],Meltlilith,Okita Sōji (Alter),Sesshōin Kiara,Abigail Williams,Katsushika Hokusai
1710,11/07/2020 21:57:11,Paid Gacha Only,No,More than 3 years,29.0,"Yes, I have saved for a Servant.",I am saving towards a future servant,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Okita Souji,Mephistopheles,"I do not prefer any card type or ""meta"".",,Arknights,Male,"Yes, I did reroll for a 5*",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1712,11/07/2020 21:57:54,Paid Gacha Only,Yes,Between 2 years 6 months and 3 years,21.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,,"(Android) Yes, I feel it runs faster/better.",Indifferent,Frankenstein,Kiyohime,Arts,I do a mix of both.,I only play FGO as gacha,Female,"Yes, I did reroll for a 5*",False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1715,11/07/2020 21:58:37,Paid Gacha Only,Yes,Between 6 months and 1 year,9.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Heracles,Colombus ,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1717,11/07/2020 21:59:07,Paid Gacha Only,Yes,More than 3 years,18.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,"No, I think NA shouldn't try to catch up in those dead weeks.","Iskander, but don't have him T-T",Stethno,Buster,I do a mix of both.,Tokyo After School Summoners,Male,"No, I started with the given at the start only.",False,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1719,11/07/2020 22:00:17,Paid Gacha Only,No,More than 3 years,20.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Enkidu,Nightingale,Arts,I often prefer waifu/husbando/favorite character to play.,Arknights,Male,"No, I started with the given at the start only.",True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True
1721,11/07/2020 22:00:25,Paid Gacha Only,No,Between 6 months and 1 year,4.0,"Yes, I have saved for a Servant.",I am saving towards a future servant,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,Not Sure,(iOS) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Nero Bride,,Quick,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1723,11/07/2020 22:00:34,Paid Gacha Only,No,Less than 6 months,5.0,"Yes, I have saved for a Servant.",I am saving towards a future servant,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Musashi,,Arts,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1725,11/07/2020 22:00:41,Paid Gacha Only,No,Between 2 years 6 months and 3 years,21.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Ryougi Shiki,Jeanne d'Arc (Alter),"I do not prefer any card type or ""meta"".",I do a mix of both.,"FE: Heroes, Grand Blue Fantasy",Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,True
1726,11/07/2020 22:00:51,Paid Gacha Only,Yes,Between 1 year 6 months and 2 years,12.0,"Yes, I have saved for a Servant.",I am saving towards a future servant,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Jalter,,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,FE: Heroes,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
1729,11/07/2020 22:01:31,Paid Gacha Only,Yes,More than 3 years,19.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I don't care,"No, they've been doing not a good job to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.",Indifferent,Artoria,,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1730,11/07/2020 22:01:50,Paid Gacha Only,No,Between 2 years 6 months and 3 years,20.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I don't care,Not Sure,"(Android) Yes, I feel it runs faster/better.",Indifferent,Xuanzang Sanzang,Osakabehime(NA),"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1731,11/07/2020 22:01:59,Paid Gacha Only,Yes,Between 6 months and 1 year,9.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ereshkigal,phantom,"I do not prefer any card type or ""meta"".",I often prefer to play with meta characters.,Arknights,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1732,11/07/2020 22:02:06,Paid Gacha Only,Yes,Between 2 years 6 months and 3 years,31.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Medea,,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1733,11/07/2020 22:02:30,Paid Gacha Only,No,Between 2 years and 2 years 6 months,13.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Arjuna Alter,,"I do not prefer any card type or ""meta"".",I often prefer to play with meta characters.,Azur Lane,Male,"No, I started with the given at the start only.",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
1741,11/07/2020 22:04:14,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,42.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Eresh,,Buster,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True
1742,11/07/2020 22:04:33,Paid Gacha Only,Yes,Between 1 year and 1 year 6 months,8.0,"Yes, I have saved for a Servant.",I am saving towards a future servant,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Suzuka Gozen,,Buster,I often prefer waifu/husbando/favorite character to play.,"FE: Heroes, Arknights",Prefer not to say,"No, I started with the given at the start only.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1743,11/07/2020 22:05:02,Paid Gacha Only,No,Between 2 years 6 months and 3 years,28.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Jalter,,Quick,I often prefer waifu/husbando/favorite character to play.,,Male,"No, I started with the given at the start only.",True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
1744,11/07/2020 22:05:05,Paid Gacha Only,Yes,Between 6 months and 1 year,8.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Gilgamesh (Archer),Orion (Artemis),Buster,I do a mix of both.,Honkai Impact 3rd,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1748,11/07/2020 22:05:30,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,20.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ereshkigal ,,"I do not prefer any card type or ""meta"".",I do a mix of both.,"FE: Heroes, Grand Blue Fantasy",Male,"No, I started with the given at the start only.",False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True
1750,11/07/2020 22:06:00,Paid Gacha Only,No,More than 3 years,17.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Eresh,,Quick,I often prefer waifu/husbando/favorite character to play.,Azur Lane,Male,"Yes, I did reroll for a 5*",False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1753,11/07/2020 22:06:08,Paid Gacha Only,Yes,More than 3 years,30.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ishtar,,Quick,I do a mix of both.,Arknights,Male,"No, I started with the given at the start only.",False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1755,11/07/2020 22:06:26,Paid Gacha Only,No,Between 2 years and 2 years 6 months,28.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Murasaki Shikibu,None,Quick,My waifu/husbando/favorite character is meta.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True
1756,11/07/2020 22:06:36,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,22.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Gilgamesh,,Arts,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
1761,11/07/2020 22:07:16,Paid Gacha Only,No,Between 6 months and 1 year,7.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Gilgamesh,,"I do not prefer any card type or ""meta"".",I often prefer to play with meta characters.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1766,11/07/2020 22:08:04,Paid Gacha Only,No,Between 6 months and 1 year,8.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,Not Sure,(iOS) I feel it runs the same.,Indifferent,Okita souji,,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Azur Lane, FE: Heroes",Male,"No, I started with the given at the start only.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1767,11/07/2020 22:08:55,Paid Gacha Only,Yes,More than 3 years,12.0,"Yes, I have saved for a Servant.",I didn't get the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.",Indifferent,Kiyohime,Kiara ,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,Arknights,Male,"No, I started with the given at the start only.",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1768,11/07/2020 22:09:00,Paid Gacha Only,Yes,Between 2 years 6 months and 3 years,24.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,(iOS) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Anastasia,,Arts,I often prefer waifu/husbando/favorite character to play.,Arknights,Male,"Yes, I did reroll for a 5*",True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1771,11/07/2020 22:09:19,Paid Gacha Only,No,Between 1 year 6 months and 2 years,24.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.",Indifferent,Emiya,,Arts,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True
1776,11/07/2020 22:10:05,Paid Gacha Only,Yes,Between 6 months and 1 year,8.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Okita (alter),,Arts,I do not think there exists a meta in FGO.,FE: Heroes,Male,"No, I started with the given at the start only.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1781,11/07/2020 22:11:08,Paid Gacha Only,Yes,Between 2 years and 2 years 6 months,27.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Fast, the content should be released slower","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Jeanne d'Arc (Ruler),Jack,Arts,I often prefer waifu/husbando/favorite character to play.,Magia Record,Male,"No, I started with the given at the start only.",False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False
1783,11/07/2020 22:11:21,Paid Gacha Only,Yes,More than 3 years,22.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Jeanne Alter,,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True
1787,11/07/2020 22:12:06,Paid Gacha Only,Yes,More than 3 years,16.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"No, they've been doing not a good job to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Jeanne D'Arc,,"I do not prefer any card type or ""meta"".",I do a mix of both.,Azur Lane,Male,"No, I started with the given at the start only.",True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1788,11/07/2020 22:12:09,Paid Gacha Only,Yes,Between 2 years 6 months and 3 years,27.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Scathach,,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Azur Lane, Honkai Impact 3rd",Male,"No, I started with the given at the start only.",True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True
1790,11/07/2020 22:12:31,Paid Gacha Only,No,More than 3 years,23.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"No, they've been doing not a good job to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Rama,,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Female,"No, I started with the given at the start only.",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
1791,11/07/2020 22:12:53,Paid Gacha Only,Yes,More than 3 years,14.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,(iOS) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Hokusai,Scheherazade,"I do not prefer any card type or ""meta"".",I do a mix of both.,Arknights,Male,"Yes, I did reroll for a 5*",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
