Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?",,,"4,957016435"
8/08/2018 11:53:03,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orion,"Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,"Zhuge Liang [El-Melloi II], Xuanzang, Leonardo Da Vinci",MHX,"Vlad III, Florence Nightingale",,Jeanne D'arc [Alter],,More than 1 year,13,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:54:02,F2P,,,Tamamo no Mae [Lancer],,Tamamo-no-mae,,,,,,Between 6 and 12 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:55:23,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,"Scathach, Tamamo no Mae [Lancer]",Francis Drake,Tamamo-no-mae,Jack the Ripper,,Jeanne D'arc,,"Mordred [Rider], Anne/Mary [Archer], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,10,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:55:27,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Francis Drake,,,,,,,More than 1 year,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:02:40,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],Gilgamesh,"Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias",Zhuge Liang [El-Melloi II],MHX,Vlad III,,Jeanne D'arc [Alter],Anne/Mary [Archer],More than 1 year,14,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:05:28,F2P,Artoria Pendragon,Gilgamesh,Tamamo no Mae [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang",,Cu Chulainn [Alter],,Jeanne D'arc [Alter],"Mordred [Rider], Shishou NP5 [Assassin] aka event done",More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:08:11,F2P,,,Scathach,,,,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],,More than 1 year,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:08:29,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,,,Tamamo-no-mae,,Minamoto no Raikō,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer]",Between 6 and 12 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:09:20,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Gilgamesh, Arjuna, Artoria Pendragon [Archer]","Scathach, Tamamo no Mae [Lancer]","Francis Drake, Ozymandias",Xuanzang,Jack the Ripper,"Sakata Kintoki, Cu Chulainn [Alter]",,Extra Option: Angra Mainyu,"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,14,No,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:14:18,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okita Souji,"Orion, Artoria Pendragon [Archer]",Scathach,,"Zhuge Liang [El-Melloi II], Xuanzang",,Minamoto no Raikō,,"Edmond Dantes, Extra Option: Angra Mainyu","Mordred [Rider], Marie [Caster], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:16:20,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilgamesh,Artoria Pendragon [Lancer],Ozymandias,,,Cu Chulainn [Alter],,,,Between 6 and 12 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:16:41,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji",Gilgamesh,Scathach,,Tamamo-no-mae,,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],,More than 1 year,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:16:45,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],Francis Drake,Tamamo-no-mae,Shuten Douji,Cu Chulainn [Alter],,Jeanne D'arc [Alter],"Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:22:17,More than 500 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, MHX, Shuten Douji","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes, Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,60,No,Male,,,,,,Between 41 and 70,No,,,
8/08/2018 12:24:25,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,,Tamamo no Mae [Lancer],,Leonardo Da Vinci,,"Florence Nightingale, Minamoto no Raikō",,Edmond Dantes,Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,42,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:25:56,F2P,Artoria Pendragon,"Nikola Tesla, Arjuna",Karna,,,,Vlad III,,,Shishou NP5 [Assassin] aka event done,More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:29:23,F2P,,Gilgamesh,,Ozymandias,,Jack the Ripper,,,,Anne/Mary [Archer],Between 3 and 6 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:34:28,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Ryougi Shiki","Orion, Arjuna",,Iskandar,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",MHX,Florence Nightingale,Jeanne D'arc,,"Anne/Mary [Archer], Martha [Ruler]",Between 6 and 12 months,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:34:35,Paid Gacha Only,,,,,,,,,,,,,,,,,Arjuna,Scathach,,"Zhuge Liang [El-Melloi II], Xuanzang",,Minamoto no Raikō,,Extra Option: Angra Mainyu,Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,5,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:40:06,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",Arjuna,Scathach,,,,,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:45:58,F2P,,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],,Zhuge Liang [El-Melloi II],MHX,,,,"Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:46:23,F2P,,Artoria Pendragon [Archer],,,,,,,,Kiyohime [Lancer],Between 1 and 3 months,1,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:50:55,F2P,,,,,,,,,,,Between 3 and 6 months,0,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:55:04,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred",Nikola Tesla,Scathach,Francis Drake,"Tamamo-no-mae, Leonardo Da Vinci",,Florence Nightingale,Jeanne D'arc,Extra Option: Angra Mainyu,"Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,16,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:55:21,F2P,Okita Souji,,Scathach,,,,Vlad III,,Extra Option: Angra Mainyu,Kiyohime [Lancer],More than 1 year,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:56:52,Paid Gacha Only,,,,,,,,,,,,,,,,,Nikola Tesla,,Ozymandias,,Jack the Ripper,,Amakusa Shirou,,,Between 3 and 6 months,4,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:57:53,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Gilgamesh,"Scathach, Karna, Brynhildr",Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",Shuten Douji,"Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],,More than 1 year,21,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 12:59:26,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Arjuna, Artoria Pendragon [Archer]","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,"Tamamo-no-mae, Xuanzang","MHX, Shuten Douji",Vlad III,Jeanne D'arc,,"Mordred [Rider], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,17,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:01:46,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],Karna,"Queen Medb, Iskandar","Zhuge Liang [El-Melloi II], Tamamo-no-mae",,"Vlad III, Cu Chulainn [Alter], Florence Nightingale",Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,14,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:03:46,F2P,Artoria Pendragon,,,,,,,,,Shishou NP5 [Assassin] aka event done,Between 1 and 3 months,1,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:04:49,F2P,"Artoria Pendragon, Mordred",Artoria Pendragon [Archer],,,,,Florence Nightingale,,,Mordred [Rider],Between 3 and 6 months,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:07:15,More than 500 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,"Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Artoria Pendragon [Lancer]",Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,"Vlad III, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",Between 3 and 6 months,22,No,Male,,,,,Between 21 and 40,,No,,,
8/08/2018 13:09:27,Paid Gacha Only,,,,,,,,,,,,,,,,,Artoria Pendragon [Archer],Artoria Pendragon [Lancer],,,Jack the Ripper,,,,"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:09:30,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Nero Claudius [Bride]",,"Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, MHX","Cu Chulainn [Alter], Florence Nightingale",Jeanne D'arc,Jeanne D'arc [Alter],Anne/Mary [Archer],Between 6 and 12 months,21,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:16:28,F2P,Artoria Pendragon,Orion,,Francis Drake,,MHX,,,Jeanne D'arc [Alter],Mordred [Rider],Between 6 and 12 months,5,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:16:35,Paid Gacha Only,,,,,,,,,,,,,,,,"Mordred, Ryougi Shiki","Gilgamesh, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],"Francis Drake, Iskandar",,"Jack the Ripper, MHX",Florence Nightingale,Jeanne D'arc,Edmond Dantes,"Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",More than 1 year,13,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:20:50,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Gilgamesh, Arjuna",Tamamo no Mae [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Sakata Kintoki,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",More than 1 year,13,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:21:23,F2P,Okita Souji,,,"Queen Medb, Iskandar",,,Vlad III,Jeanne D'arc,,Mordred [Rider],More than 1 year,5,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:21:47,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",Orion,"Scathach, Brynhildr",,,"MHX, Shuten Douji","Sakata Kintoki, Vlad III, Minamoto no Raikō",,Jeanne D'arc [Alter],Shishou NP5 [Assassin] aka event done,More than 1 year,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:22:42,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Gilgamesh,"Scathach, Tamamo no Mae [Lancer]",Queen Medb,,Jack the Ripper,Vlad III,,Extra Option: Angra Mainyu,"Kiyohime [Lancer], Marie [Caster], Martha [Ruler]",More than 1 year,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:25:39,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji",,,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,Minamoto no Raikō,,Jeanne D'arc [Alter],Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:26:03,F2P,,,,,,,Minamoto no Raikō,,,,Between 1 and 3 months,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:28:25,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],Queen Medb,,,,,,"Kiyohime [Lancer], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",Between 1 and 3 months,,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:29:19,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Nero Claudius [Bride]","Orion, Nikola Tesla","Scathach, Tamamo no Mae [Lancer]",Queen Medb,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,,,"Edmond Dantes, Extra Option: Angra Mainyu",,More than 1 year,14,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:32:33,F2P,Artoria Pendragon,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],Francis Drake,,,,,Extra Option: Angra Mainyu,"Mordred [Rider], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:32:54,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Ryougi Shiki",,,,Zhuge Liang [El-Melloi II],,Cu Chulainn [Alter],,Jeanne D'arc [Alter],,More than 1 year,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:36:46,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Nikola Tesla,"Scathach, Artoria Pendragon [Lancer]",Iskandar,Tamamo-no-mae,Jack the Ripper,Vlad III,Jeanne D'arc,"Edmond Dantes, Extra Option: Angra Mainyu",Shishou NP5 [Assassin] aka event done,More than 1 year,15,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:37:13,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Nero Claudius [Bride]","Orion, Nikola Tesla, Arjuna",,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,Vlad III,,Jeanne D'arc [Alter],"Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:38:37,F2P,Mordred,,,Francis Drake,Zhuge Liang [El-Melloi II],MHX,Minamoto no Raikō,,,Marie [Caster],Between 6 and 12 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:41:38,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Nero Claudius [Bride]","Orion, Nikola Tesla, Arjuna",,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,Vlad III,,Jeanne D'arc [Alter],"Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 13:55:01,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji",,Scathach,Francis Drake,,,"Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 14:10:16,F2P,,,,,,,,,,"Kiyohime [Lancer], Mordred [Rider], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,0,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 14:12:59,F2P,Artoria Pendragon,Artoria Pendragon [Archer],,,Leonardo Da Vinci,,,,,Kiyohime [Lancer],Between 1 and 3 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
